gpu_name,manufacturer,benchmark_score,graphics_api_score,vram_gb,release_year
6700 XL,NVIDIA,95,,,2009
MEDION RADEON X740XL,AMD,95,,,2009
Matrox G200eW3 WDDM 2.0,Unknown,94,,,2017
Mobility Radeon HD 3470 Hybrid X2,AMD,94,,,2009
HD 6250,AMD,94,,,2012
FireGL V5100,Unknown,93,,0.12,2009
M880G with Mobility Radeon HD 4200,AMD,93,,,2009
Mobility Radeon HD 3470,AMD,93,,0.25,2009
Mobility Radeon HD 4270,AMD,93,,,2010
Quadro FX 370M,NVIDIA,93,,,2009
Quadro NVS 150M,NVIDIA,93,,0.25,2009
8600 GS,NVIDIA,92,,0.25,2009
9300M GS,NVIDIA,92,,0.25,2009
G205M,NVIDIA,92,,,2010
Mobility Radeon X1600,AMD,92,,0.25,2009
nForce 780a SLI,Unknown,92,,,2009
X600XT,AMD,92,,,2009
Mobility Radeon HD 3450,AMD,91,,0.25,2009
Mobility Radeon HD 4200,AMD,91,,0.25,2011
Mobility Radeon HD 2400,AMD,90,,0.25,2010
HD 3470,AMD,90,,0.25,2011
6610 XL,NVIDIA,89,,,2009
8600M GT,NVIDIA,89,,0.25,2011
6600,NVIDIA,88,,0.25,2009
7500 LE,NVIDIA,87,,0.25,2012
Quadro FX 360M,NVIDIA,87,,0.25,2009
G33/G31 Express,Intel,86,,,2010
ION,Unknown,86,,,2009
Quadro FX 350,NVIDIA,86,,,2009
FireGL V3200,Unknown,85,,,2009
9300M G,NVIDIA,85,,0.25,2009
X1650 Pro,AMD,85,,,2010
ALL IN WONDER X800 GT,Unknown,84,,,2009
9300 GE,NVIDIA,84,,0.5,2009
999 GTX,NVIDIA,84,,,2017
Quadro FX 370,NVIDIA,84,,,2009
X1300 PRO,AMD,84,,0.25,2009
X800 GT,AMD,84,,0.25,2009
G41 Express Chipset,Intel,83,,,2009
nForce 750a SLI,Unknown,83,,,2009
7300 GS,NVIDIA,82,,,2009
9100,NVIDIA,82,,0.06,2009
9300 SE,NVIDIA,82,,,2015
MOBILITY FireGL V5000,Unknown,82,,,2009
Mobility Radeon X2500,AMD,82,,0.25,2009
nForce 980a/780a SLI,Unknown,82,,,2009
HD 3200,AMD,82,,,2012
X850 XT Platinum Edition,AMD,82,,,2011
8400,NVIDIA,81,,,2009
Mobility Radeon 4100,AMD,81,,,2010
Quadro FX 540,NVIDIA,81,,,2009
X800 XT Platinum Edition,AMD,81,,,2012
X850 XT,AMD,81,,0.25,2009
X800GT,AMD,80,,,2009
8100 / nForce 720a,NVIDIA,79,,,2009
7300 LE,NVIDIA,78,,0.25,2012
HD 2350,AMD,77,,,2009
M860G with Mobility Radeon 4100,AMD,76,,,2009
Quadro NVS 160M,NVIDIA,76,,0.25,2009
X700 PRO,AMD,76,,,2009
9400M,NVIDIA,75,,0.25,2009
G45/G43 Express Chipset,Intel,75,,,2009
Quadro NVS 295,NVIDIA,75,,0.25,2009
X1650 GTO,AMD,75,,,2009
FireMV 2450,Unknown,74,,,2011
7350 LE,NVIDIA,74,,,2009
3100,AMD,74,,,2012
8600M GS,NVIDIA,73,,0.5,2009
Mobility Radeon HD 4300 Serisi,AMD,73,,,2013
X700,AMD,73,,,2010
X800 PRO/GTO,AMD,73,,,2009
X850 PRO,AMD,73,,,2010
FireGL V7100,Unknown,72,,0.25,2009
8200M G,NVIDIA,72,,,2009
M880G with Mobility Radeon HD 4225,AMD,72,,,2010
MEDION RADEON 9800 XXL,AMD,72,,,2010
FireGL V3300,Unknown,71,,0.12,2009
X1650 SE,AMD,71,,0.5,2009
X550XTX,AMD,71,,,2009
X700 SE,AMD,71,,,2009
BASICDISPLAY,Unknown,70,,,2015
Diamond X1300 PCIE 256MB,Unknown,70,,,2013
9100M G,NVIDIA,70,,,2009
Quadro NVS 420,NVIDIA,70,,0.5,2009
FireGL V3350,Unknown,69,,0.25,2009
Go 6600,NVIDIA,69,,0.25,2009
Quadro FX 3000,NVIDIA,69,,0.25,2009
X1600 Pro / X1300XT,AMD,69,,,2010
X800 XL,AMD,69,,0.25,2011
8400 SE,NVIDIA,68,,,2009
9400M G,NVIDIA,68,,,2009
B43 Express Chipset,Intel,68,,,2009
G45/G43/G41 Express Chipset,Intel,68,,,2011
Matrox G200eR WDDM 2.0,Unknown,68,,,2017
256MB RADEON X600,AMD,67,,,2009
8300 GS,NVIDIA,67,,0.5,2009
MOBILITY RADEON X700,AMD,67,,,2010
Quadro NVS 135M,NVIDIA,67,,0.25,2010
X1550,AMD,67,,0.25,2009
128MB DDR Radeon 9800 Pro,AMD,66,,,2009
Go 7400,NVIDIA,66,,0.12,2009
Mobility Radeon HD 4225,AMD,66,,,2010
G 105M,NVIDIA,65,,0.5,2009
X800 PRO,AMD,65,,,2009
8400M GT,NVIDIA,64,,0.5,2009
M71 M,Unknown,64,,,2010
Quadro FX 550,NVIDIA,64,,,2009
Quadro NVS 450,NVIDIA,64,,0.5,2009
HD manual 15.28 1861,Intel,63,,,2015
Mobility Radeon HD 3410,AMD,63,,0.25,2010
128 DDR Radeon 9800 Pro,AMD,62,,,2010
MOBILITY FireGL V3200,Unknown,62,,,2009
G 103M,NVIDIA,61,,0.5,2012
SAPPHIRE Radeon X1550,AMD,61,,,2010
MOBILITY RADEON X700 XL,AMD,60,,,2010
2100,AMD,60,,,2009
FireGL X1,Unknown,59,,,2009
6800 XE,NVIDIA,59,,,2009
8400M G,NVIDIA,59,,0.25,2009
FX 5950 Ultra,NVIDIA,59,,0.25,2009
Matrox G200e WDDM 1.2,Unknown,59,,,2013
9800 PRO,AMD,59,,,2009
Express Chipset Q45/Q43,Intel,58,,,2011
Mobile Intel 965 Express,Intel,58,,,2010
9800,AMD,58,,,2010
X1300,AMD,58,,,2009
Express Chipset G41,Intel,57,,,2011
G41 Express Chipsatz,Intel,57,,,2012
Q45/Q43 Express Chipsatz,Intel,57,,,2010
9800 XT,AMD,57,,0.25,2009
X600 256MB HyperMemory,AMD,57,,,2009
X550XT,AMD,56,,,2009
9700 PRO,AMD,54,,,2009
FireGL V3100,Unknown,53,,0.12,2009
7100 GS,NVIDIA,52,,,2009
Go 7300,NVIDIA,52,,0.06,2012
Matrox G200eh WDDM 1.2,Unknown,52,,,2014
E2400,AMD,52,,,2011
Xpress 1300,AMD,52,,,2014
FirePro 2450,AMD,51,,,2010
6600 LE,NVIDIA,51,,0.25,2009
FX Go5700,NVIDIA,51,,,2009
Mobility Radeon HD 2300,AMD,51,,0.12,2012
X550,AMD,51,,,2009
Matrox G200eW WDDM 1.2,Unknown,50,,,2014
MOBILITY RADEON X600,AMD,50,,,2009
128MB RADEON X600 SE,AMD,49,,,2009
7300 SE/7200 GS,NVIDIA,49,,,2009
Mobility Radeon X2300 HD,AMD,49,,,2009
MOBILITY RADEON X600 SE,AMD,49,,,2009
Quadro NVS 140M,NVIDIA,49,,,2009
X1050,AMD,49,,0.12,2009
X1600,AMD,49,,0.5,2009
Mobility Radeon X2300,AMD,48,,,2012
Quadro NVS 110M,NVIDIA,48,,0.5,2009
X1550 64 bit,AMD,48,,,2009
Quadro NVS 120M,NVIDIA,47,,0.5,2009
SAPPHIRE RADEON 9600 ATLANTIS,AMD,47,,,2009
FireMV 2250,Unknown,46,,,2009
6200 TurboCache,NVIDIA,46,,0.12,2009
MOBILITY RADEON 9800,AMD,46,,,2009
Go 6600 TE/6200 TE,NVIDIA,45,,,2009
Go 7200,NVIDIA,45,,0.06,2012
Matrox G200eh WDDM 2.0,Unknown,45,,,2017
Matrox G200eR WDDM 1.2,Unknown,45,,,2014
Mobile Intel 4 Express Chipsatzfamilie,Intel,45,,,2013
Mobile Intel serie 4 Express,Intel,45,,,2013
MOBILITY FireGL V5200,Unknown,45,,,2012
Quadro FX 350M,NVIDIA,45,,0.25,2009
128 DDR Radeon 9700 TX w/TV Out,AMD,44,,,2011
Mobility Radeon X1400,AMD,43,,0.12,2009
9600 PRO,AMD,43,,0.12,2011
Xpress 1250,AMD,43,,,2012
Matrox M9138 LP PCIe x16,Unknown,42,,,2009
Mobile Intel 45 Express,Intel,42,,,2010
9500 PRO / 9700,AMD,42,,,2009
FX 5700,NVIDIA,41,,0.25,2009
FX 5900 Ultra,NVIDIA,41,,0.25,2009
Gigabyte RADEON X300,AMD,41,,,2009
Matrox G200eh,Unknown,41,,,2013
MOBILITY FIREGL T2,Unknown,41,,,2009
FX 5900XT,NVIDIA,40,,0.12,2009
Matrox G200eW,Unknown,40,,,2012
Mobility Radeon X1300,AMD,40,,0.12,2009
Mobility Radeon X1350,AMD,40,,0.12,2009
Xpress 1300M,AMD,40,,,2011
S3 Chrome 430 ULP,Unknown,40,,,2009
7050 / nForce 620i,NVIDIA,39,,,2009
7300 SE,NVIDIA,39,,,2009
GIGABYTE RADEON 9600 PRO,AMD,39,,,2009
Mobile Intel famiglia Express Chipset 45,Intel,39,,,2011
MOBILITY RADEON 9600/9700,AMD,39,,,2010
Quadro NVS 285,NVIDIA,39,,0.12,2012
256MB DDR Radeon 9800 XT,AMD,38,,,2009
6500,NVIDIA,38,,0.25,2009
7050 / nForce 630i,NVIDIA,38,,,2010
Quadro NVS 285 128MB,NVIDIA,38,,,2009
Quadro NVS 440,NVIDIA,38,,,2009
X300SE,AMD,38,,,2009
6200SE TurboCache,NVIDIA,37,,,2009
Matrox G200eR,Unknown,37,,,2013
X1250,AMD,37,,,2009
CONNECT 3D RADEON X300,AMD,36,,,2009
FireMV 2200 PCIe,Unknown,36,,,2011
MOBILITY RADEON 9600,AMD,36,,,2009
Quadro FX 1100,NVIDIA,36,,0.12,2009
9500,AMD,36,,0.12,2011
Xpress 1200,AMD,36,,,2009
6200,NVIDIA,35,,0.25,2009
7100 / nForce 630i,NVIDIA,35,,,2009
FX 5900,NVIDIA,35,,,2009
PCX 5750,NVIDIA,35,,,2010
9550,AMD,35,,0.25,2009
9600 XT,AMD,35,,,2009
7025 / nForce 630a,NVIDIA,34,,,2012
FX 5700 Ultra,NVIDIA,34,,0.25,2009
PCX 5900,NVIDIA,34,,,2009
MOBILITY FIREGL T2/T2e,Unknown,34,,,2012
MOBILITY RADEON X300,AMD,34,,,2009
Quadro FX 1000,NVIDIA,34,,0.12,2009
Quadro FX 1300,NVIDIA,34,,0.12,2009
Xpress 1100,AMD,34,,,2009
6150 LE,NVIDIA,33,,,2012
7150 / nForce 630i,NVIDIA,33,,,2012
FX 5700VE,NVIDIA,33,,,2009
FX 5900ZT,NVIDIA,33,,,2009
Media Accelerator,Intel,33,,,2015
Mobility Radeon X1450,AMD,33,,,2009
X1200,AMD,33,,,2010
S3 Chrome S27 DDR3,Unknown,33,,,2022
6200 A LE,NVIDIA,32,,,2009
Matrox M9148 LP PCIe x16,Unknown,32,,,2010
Red Hat QXL controller,Unknown,32,,,2015
FireGL T2 128,Unknown,31,,,2009
6200 LE,NVIDIA,31,,0.25,2012
7050 PV / nForce 630a,NVIDIA,31,,,2009
OpenXT Display Driver,Unknown,31,,,2016
X1270,AMD,31,,,2010
All in Wonder X1800XL,Unknown,30,,,2011
6150SE nForce 430,NVIDIA,30,,,2012
MOBILITY RADEON 9550,AMD,30,,,2012
Xpress 1150,AMD,30,,,2009
XPRESS 200,AMD,30,,,2009
Matrox M9128 LP PCIe x16,Unknown,29,,,2011
9550 / X1050,AMD,29,,,2010
6100,NVIDIA,27,,,2009
MOBILITY FireGL V5250,Unknown,27,,,2009
MOBILITY RADEON 9700,AMD,27,,,2009
MOBILITY RADEON XPRESS 200,AMD,27,,,2009
9600 PRO Family,AMD,27,,,2010
9600SE,AMD,27,,,2009
Xpress 1270,AMD,27,,,2009
7100 / nForce 620i,NVIDIA,26,,,2009
Matrox M9120 Plus LP PCIe x16,Unknown,26,,,2009
Matrox M9125 PCIe x16,Unknown,26,,,2009
PHDGD Sapphire GR for Mobile Intel 965,Intel,26,,,2017
6100 nForce 400,NVIDIA,25,,,2009
6100 nForce 405,NVIDIA,25,,,2009
6100 nForce 420,NVIDIA,25,,,2009
6150SE,NVIDIA,25,,,2009
FX 5700LE,NVIDIA,25,,,2009
G965 Express,Intel,25,,,2009
MOBILITY RADEON 9600 PRO TURBO,AMD,25,,,2009
9600 Family,AMD,25,,,2009
7050 / nForce 610i,NVIDIA,24,,,2009
Go 6400,NVIDIA,24,,0.03,2009
Mobile Intel 965 Express Chipsatzfamilie,Intel,24,,,2014
Quadro NVS 210S,NVIDIA,24,,,2009
9800 SE,AMD,24,,,2009
ALL IN WONDER 9800,Unknown,23,,,2011
6100 nForce 430,NVIDIA,23,,,2009
7200 GS,NVIDIA,23,,,2009
Matrox M9140 LP PCIe x16,Unknown,23,,,2009
A9800XT,AMD,23,,,2020
XPRESS 200M,AMD,23,,,2009
9xx Soldiers sans frontiers Sigma 2,Unknown,22,,,2014
6150,NVIDIA,22,,,2012
Quadro NVS 210S / GeForce 6150LE,NVIDIA,21,,,2009
Matrox M9120 PCIe x16,Unknown,20,,,2010
PHDGD Solo 2 x64,Unknown,20,,,2016
Go 6150,NVIDIA,19,,,2009
QXL KMDOD,Unknown,19,,,2014
7150M / nForce 630M,NVIDIA,18,,,2009
FX Go 5600,NVIDIA,18,,,2009
Go 6100,NVIDIA,18,,,2009
Mobile Intel965 Express,Intel,18,,,2018
Quadro FX 2000,NVIDIA,18,,0.12,2009
9600 TX Family,AMD,18,,,2010
XPRESS 200 CROSSFIRE,AMD,18,,,2014
S3 Chrome S25 DDR2,Unknown,18,,,2011
FX 5600 Ultra,NVIDIA,17,,0.12,2009
FX Go5650,NVIDIA,17,,,2009
Go 6200,NVIDIA,15,,0.03,2009
NV44,Unknown,15,,,2011
82945G Express,Intel,14,,,2009
Quadro FX 500/600 PCI,NVIDIA,14,,,2009
HD 2400 PCI,AMD,14,,,2009
7000M,NVIDIA,13,,,2010
7000M / nForce 610M,NVIDIA,13,,,2009
FX 5600,NVIDIA,13,,,2009
FX Go5300,NVIDIA,13,,,2009
FX 5200 Ultra,NVIDIA,12,,,2009
FX 5200SE,NVIDIA,12,,,2013
FireMV 2400 PCIe,Unknown,11,,,2011
PHDGD Solo 1.2.0 x86,Unknown,11,,,2015
RGH Drivers v3,Unknown,11,,,2016
Familia Intel Q33 Express Chipset,Intel,10,,,2019
Master X3100 Driver,Unknown,10,,,2017
MOBILITY IGP 9000/9100,Unknown,10,,,2009
ASUS A7000,Unknown,9,,,2010
GeCube RADEON 7000,AMD,9,,,2010
FX 5600XT,NVIDIA,9,,,2009
Matrox Parhelia 256MB,Unknown,9,,,2009
VIA Chrome9 HD IGP,Unknown,9,,,2010
ASUS V9520 X V62.11,Unknown,8,,,2011
FX 5100,NVIDIA,8,,,2009
FX 5200,NVIDIA,8,,0.12,2010
FX 5500,NVIDIA,8,,0.25,2009
FX Go 5200,NVIDIA,8,,,2010
82945G Express Chipsatzfamilie,Intel,8,,,2016
Q35 Embedded,Intel,8,,,2011
Mobile Intel 965 Express BR 0907 0461 v1839,Intel,8,,,2016
MOBILITY RADEON 9000 IGP,AMD,8,,,2009
Quadro FX 500/FX 600,NVIDIA,8,,,2009
Quadro NVS 280 PCI,NVIDIA,8,,,2009
Famille de jeu de puces Express Intel 946GZ,Intel,7,,,2016
FX 5200LE,NVIDIA,7,,,2009
GeForce4 MX Integrated GPU,NVIDIA,7,,,2009
GeForce4 Ti 4400,NVIDIA,7,,0.12,2009
GeForce4 Ti 4800 SE,NVIDIA,7,,0.12,2009
Media Accelerator 600,Intel,7,,,2011
US15 Embedded Media and Controller,Intel,7,,,2015
Matrox Millennium P690 Plus LP PCIe x16,Unknown,7,,,2009
Quadro4 380 XGL,NVIDIA,7,,0.12,2009
8500 Family,AMD,7,,,2009
64MB DDR GeForce3 Ti 200,NVIDIA,6,,,2009
ALL IN WONDER RADEON 8500DV,AMD,6,,,2010
PCX 5300,NVIDIA,6,,,2009
GeForce2 Ultra,NVIDIA,6,,0.06,2009
GeForce4 440 Go 64M,NVIDIA,6,,,2009
GeForce4 448 Go,NVIDIA,6,,,2009
GeForce4 Ti 4200,NVIDIA,6,,0.12,2009
GeForce4 Ti 4600,NVIDIA,6,,0.12,2009
GeForce4 Ti 4800,NVIDIA,6,,0.12,2009
82915G Express,Intel,6,,,2010
Matrox Parhelia APVe,Unknown,6,,,2009
Mobile Intel 945GM Express,Intel,6,,,2011
MOBILITY RADEON 7000 IGP,AMD,6,,,2009
MOBILITY RADEON 9000/9100 IGP,AMD,6,,,2009
Quadro 280 NVS PCIe,NVIDIA,6,,,2009
Quadro NVS 55/280 PCI,NVIDIA,6,,,2009
9100 Family,AMD,6,,,2009
IGP 350M,AMD,6,,,2009
V9560XT V62.11,Unknown,6,,,2016
VIA/S3G UniChromeII,Unknown,6,,,2009
ALL IN WONDER 9000,Unknown,5,,,2009
ASUS AGP V3800PRO v31.40H,Unknown,5,,,2013
256,NVIDIA,5,,0.03,2009
GeForce2 MX with DVI D and TV out,NVIDIA,5,,,2009
GeForce2 Ti,NVIDIA,5,,0.06,2009
GeForce3,NVIDIA,5,,,2009
GeForce4 420 Go 32M,NVIDIA,5,,,2009
GeForce4 440,NVIDIA,5,,,2015
GeForce4 MX 4000,NVIDIA,5,,,2009
GeForce4 MX 420,NVIDIA,5,,0.06,2009
GeForce4 MX 440,NVIDIA,5,,,2009
GeForce4 MX 440 with AGP8X,NVIDIA,5,,,2009
GeForce4 MX 440SE,NVIDIA,5,,,2009
82865G Controller,Intel,5,,,2009
915G/915GV/910GL Embedded Controller Functio,Intel,5,,,2016
945G Embedded Chipset Function 0,Intel,5,,,2016
Q33 Express,Intel,5,,,2009
Matrox Millennium P650 PCIe 128,Unknown,5,,,2009
Mobile Intel 945GM/GU Express,Intel,5,,,2011
MOBILITY FIREGL 7800,Unknown,5,,,2009
Quadro2 MXR/EX,NVIDIA,5,,,2010
Quadro4 900 XGL,NVIDIA,5,,0.12,2009
Quadro4 980 XGL,NVIDIA,5,,0.12,2009
7500 Family,AMD,5,,,2009
9000,AMD,5,,,2009
9100 IGP,AMD,5,,,2010
SAPPHIRE RADEON 9000 ATLANTIS PRO,AMD,5,,,2009
VIA/S3G UniChrome Pro IGP,Unknown,5,,,2009
WinFast A250 LE,Unknown,5,,,2014
Xabre,Unknown,5,,,2012
XGI Volari Family v1.13.23.D V,Unknown,5,,,2009
ABIT Siluro T400,Unknown,4,,,2015
Dell 8200,Unknown,4,,,2009
6200A,NVIDIA,4,,,2014
GeForce2 Go,NVIDIA,4,,,2009
GeForce2 GTS/GeForce2 Pro,NVIDIA,4,,,2012
GeForce2 Integrated GPU,NVIDIA,4,,,2009
GeForce2 MX/MX 400,NVIDIA,4,,,2009
GeForce3 Ti 200,NVIDIA,4,,,2009
GeForce4 4200 Go,NVIDIA,4,,,2010
GeForce4 440 Go,NVIDIA,4,,,2009
GeForce4 MX 460,NVIDIA,4,,0.12,2009
82915G/915GV/910GL,Intel,4,,,2020
865 Embedded Controller,Intel,4,,,2010
"915G,910G Express",Intel,4,,,2015
MOBILITY RADEON 7500,AMD,4,,,2009
MOBILITY/RADEON 9000,AMD,4,,,2011
7000 / RADEON VE Family,AMD,4,,,2010
9000 Family,AMD,4,,,2010
IGP 320,AMD,4,,,2013
IGP 320M,AMD,4,,,2009
RIVA TNT2 Model 64/Model 64 Pro,Unknown,4,,,2009
VIA Chrome9 HC IGP,Unknown,4,,,2009
VIA Chrome9 HC IGP Family,Unknown,4,,,2009
VIA Chrome9 HC IGP Family WDDM,Unknown,4,,,2009
VIA/S3G KM400/KN400,Unknown,4,,,2009
VIA/S3G UniChrome IGP,Unknown,4,,,2009
64MB GeForce2 MX with TV Out,NVIDIA,3,,,2009
AMIGAMERLIN 3.1 R1 For Voodoo 4 4500 PCI,Unknown,3,,,2019
GeForce2 MX,NVIDIA,3,,,2011
GeForce2 MX 100/200,NVIDIA,3,,,2009
GeForce3 Ti 500,NVIDIA,3,,,2009
GeForce4 420 Go,NVIDIA,3,,,2009
82845G/GL Controller,Intel,3,,,2009
82845G/GL/GE/PE/GV Controller,Intel,3,,,2009
82915G/GV/910GL Advanced v3.5,Intel,3,,,2010
82915G/GV/910GL Express,Intel,3,,,2010
946GZ Embedded Chipset Function 0,Intel,3,,,2017
946GZ Express,Intel,3,,,2009
GMA 3150 Express,Intel,3,,,2009
Media Accelerator 3150,Intel,3,,,2009
Media Accelerator 500,Intel,3,,,2011
Matrox Parhelia 128MB,Unknown,3,,,2009
MOBILITY RADEON 9000,AMD,3,,,2009
MOBILITY RADEON 9100 IGP,AMD,3,,,2009
MOBILITY RADEON 9200,AMD,3,,,2011
7000 / Radeon VE,AMD,3,,,2009
7200,AMD,3,,,2011
7500,AMD,3,,,2012
9200 LE Family,AMD,3,,,2010
9200 PRO Family,AMD,3,,,2011
9200 SE,AMD,3,,,2010
9250,AMD,3,,0.12,2009
IGP 340M,AMD,3,,,2009
IGP 345M,AMD,3,,,2009
Rage Fury Pro/Xpert 2000 Pro,Unknown,3,,,2009
RIVA TNT2/TNT2 Pro,Unknown,3,,,2009
S3 Inc. Savage4,Unknown,3,,,2011
Vanta/Vanta LT,Unknown,3,,,2009
VIA Chrome9 HC IGP WDDM,Unknown,3,,,2009
VIA Chrome9 HC IGP WDDM 1.1,Unknown,3,,,2009
VIA Chrome9 HC3 IGP,Unknown,3,,,2009
VIA/S3G DeltaChrome IGP,Unknown,3,,,2009
Dell 8100,Unknown,2,,,2012
82845G Controller,Intel,2,,,2009
Extreme Controller,Intel,2,,,2009
Mobile Intel 915GM/GMS/910GML Express,Intel,2,,,2012
Mobile Intel 945 Express,Intel,2,,,2011
Quadro NVS 280 SD,NVIDIA,2,,,2009
IGP 34xM,AMD,2,,,2010
S3 SuperSavage/IXC 1014,Unknown,2,,,2009
VIA Chrome9 HC IGP Prerelease WDDM 1.1,Unknown,2,,,2009
VIA Chrome9 HCM IGP,Unknown,2,,,2009
VisionTek Radeon 7000,AMD,2,,,2010
FireMV 2200 PCI,Unknown,1,,,2010
82852/82855 GM/GME Controller,Intel,1,,,2010
Quadro2 Pro,NVIDIA,1,,,2009
Rage 128 Pro,Unknown,1,,0.03,2009
RAGE 128 PRO AGP 4X TMDS,Unknown,1,,,2009
S3 ProSavageDDR,Unknown,1,,,2009
